ImageId,EncodedPixels
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,48823 2 49077 6 49332 10 49587 12 49843 12 50099 12 50355 13 50611 14 50867 15 51123 16 51379 17 51635 17 51891 16 52147 15 52404 14 52661 13 52918 12 53175 11 53431 12 53687 12 53704 4 53945 19 54202 19 54462 16 54718 17 54973 19 55229 19 55484 20 55740 21 55996 21 56252 21 56508 20 56764 19 57020 19 57056 4 57276 19 57311 6 57532 19 57553 3 57565 9 57788 28 57820 10 58045 40 58301 40 58556 40 58813 37 59070 35 59328 25 59586 19 59843 17 60100 15 60357 13 60614 11 60871 7 60879 1
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,23999 3 24252 9 24507 11 24762 13 25018 14 25272 17 25527 18 25781 20 26037 20 26293 20 26549 19 26805 19 27061 19 27317 20 27341 2 27573 20 27596 5 27830 30 28086 31 28343 17 28361 13 28600 15 28617 14 28857 12 28872 16 29115 9 29128 17 29383 18 29638 20 29893 21 30149 21 30404 22 30660 22 30916 23 31171 24 31427 24 31683 24 31939 24 32196 22 32452 22 32709 20 32965 19 33222 17 33479 14 33736 12 33995 6
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,63929 4 64183 9 64438 11 64693 14 64949 14 65205 14 65462 11
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,43223 4 43476 8 43729 13 43973 3 43983 15 44225 30 44480 31 44735 32 44991 32 45247 32 45503 31 45759 31 46015 16 46033 13 46271 16 46290 11 46527 16 46546 11 46783 15 46803 8 47039 15 47059 7 47295 15 47317 4 47552 14 47808 14 48064 14 48321 13 48577 13 48833 13 49089 13 49346 11 49603 10 49862 5
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,36039 8 36295 9 36550 12 36806 13 37061 14 37317 15 37573 15 37830 15 38085 16 38340 17 38595 17 38851 17 39107 17 39363 17 39620 16 39877 15 40133 15 40390 13 40647 11 40904 9
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,16586 10 16840 14 17095 16 17350 18 17606 19 17861 20 18117 20 18373 21 18629 21 18885 22 19141 22 19397 22 19652 23 19908 22 20164 21 20420 20 20676 19 20933 18 21190 16 21448 14 21706 12 21963 10 22221 6
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,1262 6 1517 8 1772 18 2027 20 2283 21 2539 21 2795 21 3037 3 3051 21 3272 4 3291 7 3307 21 3527 7 3546 9 3564 20 3782 11 3802 12 3820 20 4038 12 4058 13 4076 21 4294 15 4313 15 4332 21 4550 34 4588 21 4806 35 4843 22 5062 59 5317 36 5355 22 5574 35 5611 22 5830 59 6086 59 6343 58 6599 57 6855 57 7111 55 7367 41 7623 35 7879 33 8136 18 8155 12 8392 17 8413 7 8649 15 8906 13 9163 12 9420 9 9679 3
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,48348 8 48603 11 48858 13 49114 14 49369 15 49625 16 49881 16 50137 16 50393 15 50649 15 50893 5 50905 14 51147 28 51400 31 51655 31 51911 31 52167 32 52424 9 52443 14 52680 5 52705 10 52937 3 52964 8 53194 2 53221 7 53479 5 53736 3 53992 3 54249 1
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,61141 2 61393 11 61647 17 61900 21 62155 22 62411 23 62667 23 62923 23 63179 23 63435 23 63691 23 63947 23 64203 23 64459 23 64715 23 64971 23 65229 20 65490 2
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,37598 9 37852 12 38107 14 38363 14 38619 15 38875 16 39131 16 39387 16 39643 17 39899 18 40155 18 40411 18 40667 17 40923 17 41180 15 41437 13 41693 13 41950 11 42209 7 42467 2
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,21731 8 21987 9 22242 11 22498 11 22753 13 23009 13 23265 13 23521 13 23777 13 24033 12 24289 12 24546 10 24803 8 25060 5
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,43241 7 43496 10 43751 12 44006 13 44261 14 44517 14 44773 14 45029 13 45285 13 45541 12 45798 10
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,10993 4 11247 9 11500 14 11755 16 12011 17 12266 19 12521 22 12777 23 13032 25 13287 26 13543 26 13799 26 14054 27 14310 27 14566 27 14822 27 15079 26 15335 26 15591 26 15847 26 16103 26 16359 26 16615 26 16871 26 17127 26 17383 26 17640 25 17896 25 18152 25 18409 24 18666 23 18926 19 19184 17 19441 16 19698 15 19958 10 20216 7
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,34043 1 34297 6 34553 7 34809 8 35053 9 35064 9 35308 21 35563 22 35819 22 36075 22 36331 22 36587 22 36844 21 37101 10 37112 9 37357 10 37369 8 37614 8 37625 8 37871 5 37881 7 38138 5 38396 2
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,50414 3 50669 6 50925 7 51181 11 51437 14 51693 14 51950 15 52206 15 52463 14 52722 11 52979 10 53236 9 53493 7 53750 5 54007 3
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,56056 4 56311 6 56567 6 56823 6 57076 10 57330 12 57586 13 57842 13 58098 13 58354 13 58611 11 58868 8 59125 4 59382 2 59637 9 59892 12 60147 13 60403 13 60658 14 60914 15 61170 15 61426 15 61681 16 61937 16 62193 16 62449 16 62705 16 62961 16 63217 16 63474 15 63731 14 63987 14 64243 14 64499 14 64755 14 65011 14 65268 12
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,43773 4 44028 5 44285 4 44541 4 44797 4 45053 4 45310 3 45567 1
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,34306 7 34561 9 34817 10 35073 10 35329 10 35585 10 35841 10 36097 9 36353 8 36610 7 36866 5 37123 2
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,57869 4 58123 7 58378 10 58633 12 58889 12 59145 12 59401 12 59656 13 59913 11 60169 11 60425 10 60681 10 60939 7 61196 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,28273 6 28529 7 28784 9 29039 10 29295 10 29552 9 29809 8 30065 8
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,31354 7 31609 8 31865 8 32121 8 32377 9 32633 8 32889 8 33146 7
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,38078 7 38333 8 38589 9 38845 9 39099 11 39354 11 39607 14 39862 14 40117 11 40373 10 40629 10 40885 9 41142 8 41399 6
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,37586 7 37841 10 38095 14 38351 15 38607 15 38863 15 39119 15 39375 15 39633 12 39889 12 40143 14 40398 15 40653 16 40909 16 41165 17 41421 17 41677 17 41934 15 42191 14 42448 13 42705 10 42962 9
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,44243 6 44498 8 44753 10 45009 10 45265 10 45521 10 45777 10 46033 10 46289 10 46545 10 46802 9 47059 8
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,43748 11 44002 14 44257 16 44512 17 44767 18 45023 19 45279 19 45535 19 45791 20 46048 19 46307 1 46313 9 46570 8 46826 7 47083 6
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,39655 3 39909 6 40164 8 40419 9 40675 9 40931 9 41187 8 41443 8 41699 7 41956 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,34539 1 34793 5 35047 16 35303 17 35559 18 35815 18 36071 18 36327 18 36585 17 36841 17 37098 16 37354 15 37609 16 37866 15 38123 12 38379 11 38637 8 38894 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,18687 1 18942 3 19197 4 19453 4 19709 4 19965 4 20222 3 20478 3 20734 3 20989 4 21245 4 21501 4 21757 4 22013 4 22269 4 22526 3
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,2603 2 3122 7 3642 8 4161 10 4681 11 5201 12 5721 12 6241 12 6761 12 7281 12 7801 13 8321 13 8841 13 9361 13 9881 13 10401 13 10921 12 11441 12 11961 11 12481 10 13001 9 13521 9 14041 9 14561 9 15081 8 15601 8 16122 6 16643 4
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,72283 1 72802 4 73322 5 73841 7 74361 7 74881 7 75401 8 75921 7 76441 7 76962 6 77482 5 78003 1
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,98802 3 99322 4 99842 5 100362 6 100881 7 101402 6 101420 5 101922 6 101937 11 102442 6 102456 13 102962 6 102975 15 103482 6 103494 16 104002 7 104013 18 104522 29 105041 31 105561 31 106081 31 106601 32 107121 31 107641 31 108161 31 108681 31 109201 31 109722 30 110242 30 110762 31 111283 30 111803 30 111852 8 112323 30 112371 10 112843 31 112890 11 113362 33 113409 13 113882 36 113929 13 114402 42 114449 12 114922 59 115442 45 115490 9 115962 44 116482 44 117002 44 117523 42 118044 9 118067 18 118588 16 119108 15 119628 15 120146 17 120666 17 121184 19 121691 5 121700 22 122208 34 122726 36 123243 39 123763 39 124282 39 124802 39 125322 39 125842 37 126361 37 126881 36 127401 35 127921 20 127945 9 128441 18 128961 16 129482 14 130003 12 130524 7 131047 1
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,132094 5 132610 12 133126 22 133643 28 134162 33 134682 35 135201 36 135721 37 136241 37 136761 37 137281 37 137801 37 138321 37 138841 37 139361 36 139881 36 140401 36 140921 35 141441 35 141962 34 142482 7 142492 24 143013 23 143533 23 144053 22 144573 22 145094 21 145615 20 146136 18 146657 17 147179 14 147701 10
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,151322 4 151841 7 152361 8 152881 8 153401 9 153921 10 154441 11 154961 11 155481 11 156001 11 156521 11 157041 11 157561 10 158081 9 158601 9 159121 8 159642 6 160162 4
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,173687 11 174204 16 174722 19 175242 19 175761 20 176281 20 176801 20 177321 19 177841 18 178361 16 178882 14 179403 10
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,63963 4 64483 2
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,18730 9 19248 12 19766 16 20285 17 20804 19 21324 20 21844 21 22364 21 22884 21 23404 21 23925 20 24445 19 24966 17 25489 12 26011 8
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,29136 8 29654 15 30173 17 30692 19 31211 22 31730 23 32249 24 32768 25 33288 26 33808 26 34329 25 34849 24 35371 22 35892 20 36413 17 36934 14 37456 10
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,81136 5 81652 11 82170 14 82689 16 83209 16 83729 16 84248 17 84768 18 85288 18 85808 17 86328 17 86849 15 87369 14 87889 13 88410 10 88934 1
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,52025 8 52542 15 53062 16 53581 18 54100 21 54618 23 55134 28 55652 30 56171 31 56689 32 57209 32 57729 31 58249 29 58769 28 59290 26 59811 23 60332 21 60853 18 61375 13
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,147226 8 147744 12 148260 17 148777 21 149296 22 149814 24 150333 26 150853 26 151373 26 151893 27 152413 27 152933 27 153453 26 153973 26 154493 25 155013 25 155534 24 156054 23 156575 23 157097 21 157601 13 157619 19 158116 43 158169 10 158634 46 158686 16 159153 69 159671 72 160189 30 160221 42 160708 31 160740 43 161226 77 161745 78 162264 78 162782 80 163301 80 163821 38 163860 39 164341 35 164382 36 164861 33 164903 33 165381 17 165405 7 165426 13 165900 15 165948 6 166420 14 166941 12 167461 11 167981 10 168501 9 169021 7 169542 3
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,63474 10 63991 15 64510 16 65029 17 65548 17 66067 18 66586 18 67105 18 67625 18 68145 17 68665 17 69185 16 69705 16 70226 14 70746 12 71267 9 71790 3
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,73871 1 74388 6 74906 10 75425 12 75945 12 76465 12 76985 12 77505 12 78026 11 78546 10 79067 7
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,14081 7 14598 12 15118 14 15637 16 16156 18 16676 18 17196 19 17716 20 18236 20 18756 21 19276 21 19796 20 20317 19 20837 18 21357 17 21877 17 22397 17 22917 17 23437 16 23957 16 24478 15 24999 14 25520 13 26042 12 26562 13 27083 14 27603 15 28124 14 28644 14 29165 13 29685 13 30205 13 30726 12 31248 9 31770 5
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,79104 8 79621 13 80139 17 80657 20 81175 23 81693 25 82211 28 82730 29 83248 31 83763 36 84282 37 84800 39 85318 40 85838 40 86358 40 86878 40 87397 41 87917 40 88437 40 88956 40 89476 39 89996 39 90516 38 91036 37 91557 35 92078 30 92598 30 93120 35 93643 34 94166 32 94690 29 95213 28 95737 24 96261 21 96782 20 97303 19 97824 18 98345 17 98866 16 99388 13 99910 10
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,35410 2 35927 7 36446 11 36965 14 37485 15 38003 18 38522 20 39042 21 39562 23 40082 24 40602 24 41122 25 41154 4 41642 25 41673 6 42163 25 42190 9 42685 35 43207 33 43732 14 43750 9 44254 9 44271 8 44775 6 44794 3
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,166970 3 167488 6 168006 11 168525 13 169044 15 169563 17 170082 19 170602 19 171122 20 171642 20 172162 20 172682 20 173202 20 173723 19 174244 18 174765 17 175285 17 175806 15 176326 14 176849 9 177371 5
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,51014 12 51532 15 52051 17 52570 19 53090 20 53610 20 54130 20 54650 20 55170 20 55690 20 56210 20 56730 20 57250 20 57770 20 58290 20 58811 19 59331 18 59852 16 60373 15 60893 15 61414 14 61934 15 62453 16 62973 17 63493 17 64013 18 64533 19 65053 20 65574 20 66094 21 66614 23 67135 23 67656 22 68177 21 68698 20 69218 21 69738 21 70260 18 70783 14 71305 9
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,1103 6 1622 8 2140 10 2659 12 3178 14 3698 14 4218 15 4738 15 5260 11 5782 8 6303 5
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,112925 4 113442 9 113961 11 114476 17 114994 19 115513 21 116030 24 116549 26 117067 29 117586 31 118105 36 118624 38 119143 40 119662 42 120182 44 120702 44 121222 44 121742 44 122261 44 122781 44 123301 43 123821 17 123842 21 124342 13 124363 20 124862 11 124885 17 125384 6 125406 15 125929 8 126452 1
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,103543 5 104063 5 104584 1
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,18790 7 19309 9 19827 11 20346 12 20866 12 21387 11 21907 10
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,26599 6 27115 13 27157 5 27634 16 27673 11 28154 16 28184 22 28674 17 28702 24 29194 18 29221 26 29714 19 29739 28 30233 22 30257 30 30753 53 31272 54 31791 54 32311 52 32831 49 33350 48 33870 45 34390 44 34911 41 35433 38 35954 21 35979 10 36474 20 36994 18 37515 16 38036 13 38557 10 39078 7 39600 1
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,46380 5 46895 15 47414 17 47933 18 48451 20 48971 20 49490 21 50009 22 50528 23 51047 24 51567 24 52087 24 52607 24 53127 23 53647 22 54167 20 54687 19 55207 18 55727 16 56247 16 56767 16 57288 14 57809 13 58330 11 58851 8
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,121 27 639 34 1158 36 1677 37 2196 38 2716 33 3235 32 3755 31 4275 30 4795 29 5315 29 5835 29 6355 29 6875 29 7395 29 7914 30 8423 9 8433 30 8942 41 9460 42 9979 21 10001 19 10498 19 10523 16 11017 20 11045 13 11535 23 12053 25 12572 26 13091 27 13610 28 14130 28 14650 28 15170 28 15690 28 16210 27 16730 26 17250 26 17770 26 18290 25 18811 24 19331 23 19851 23 20372 20 20893 18 21414 16 21934 16 22455 12 22977 8 23499 3
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,138938 5 139456 9 139974 15 140493 17 141013 17 141532 19 142052 19 142572 19 143093 18 143614 17 144134 17 144654 17 145174 17 145694 17 146213 18 146733 17 147253 17 147774 16 148294 15 148815 13 149336 11 149859 4
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,90577 9 91095 13 91615 13 92134 15 92654 15 93175 13 93695 12 94216 11 94738 8 95259 6
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,65115 2 65632 7 66151 8 66671 9 67190 11 67710 11 68230 12 68749 13 69267 15 69787 15 70306 15 70824 16 71343 16 71863 16 72383 15 72903 14 73423 11 73943 8 74466 3
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,103072 1 103588 9 104107 11 104626 13 105146 14 105665 15 106185 15 106704 17 107224 16 107744 15 108263 16 108783 16 109303 16 109823 16 110343 16 110863 16 111384 17 111905 20 112425 22 112946 23 113466 25 113986 25 114507 24 115027 24 115548 23 116074 17 116595 16 117117 14 117639 12 118159 11 118680 9 119201 6 119721 5 120240 3 120758 5 121276 8 121795 10 122315 11 122835 11 123355 12 123876 9
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,176911 8 177429 12 177947 16 178466 20 178986 20 179505 21 180025 20 180547 15
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,127519 8 128036 12 128555 15 129074 17 129593 19 130112 20 130631 21 131151 21 131671 20 132191 20 132711 20 133231 20 133751 20 134271 20 134791 20 135311 19 135831 18 136352 16 136873 13 137395 9 137917 5
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,133817 4 134331 17 134848 22 135368 23 135888 24 136408 24 136928 25 137448 26 137968 26 138488 26 139008 26 139528 25 140049 24 140569 24 141089 24 141609 24 142129 24 142649 25 143168 30 143688 33 144208 45 144727 49 145247 49 145766 51 146285 53 146805 53 147324 54 147844 55 148364 55 148884 55 149405 54 149926 52 150448 50 150968 49 151490 47 152010 46 152522 53 153036 59 153555 59 154074 58 154592 58 155112 57 155631 56 156137 6 156150 53 156654 56 157172 37 157212 16 157691 37 157735 11 158210 38 158728 39 159247 39 159766 37 160285 26 160803 26 161317 31 161835 33 162354 34 162872 37 163392 38 163911 42 164431 46 164952 48 165473 54 165994 56 166514 58 167035 60 167556 60 168079 6 168096 40 168618 39 169139 38 169661 36 170182 36 170223 7 170704 48 171225 49 171747 48 172269 47 172791 22 172816 20 173313 19 173337 19 173838 9 173858 18 174379 17 174899 17 175419 17 175939 17 176459 17 176979 17 177499 17 178019 16 178539 16 179059 15 179579 14 180100 11 180623 4
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896,66696 14 67216 16 67735 19 68255 20 68775 21 69295 22 69815 23 70335 22 70855 22 71375 22 71896 21 72416 21 72936 21 73455 22 73975 21 74493 23 75010 26 75528 27 76048 26 76568 13 77088 12 77608 11 78129 10 78649 10 79168 11 79687 12 80206 13 80720 19 81239 20 81758 21 82276 23 82796 22 83315 22 83835 20 84355 20 84875 19 85395 18 85917 15 86438 13 86959 11 87483 3
